,Soma_region,Cortical_layer,Transgenic_line,Brain_id,Subclass_or_type,Celltype,final_celltype
18869_4587_x23021_y6827,SSs,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_SSs,ET_SS
18869_4599_x7153_y3640,SSp-bfd,2月3日,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_4625_x5853_y5391,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_SSp-n,ET_SS
18869_4629_x8451_y4031,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_4662_x10221_y8547,RT,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,RT,RT
18869_4693_x19236_y9148,RT,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,RT,RT
18869_4722_x18329_y4110,SSp-ll,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_4727_x9851_y8415,RT,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,RT,RT
18869_4764_x5211_y5995,SSs,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_SSs,ET_SS
18869_4786_x18238_y10268,RT,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,RT,RT
18869_4787_x8961_y9647,RT,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,RT,RT
18869_4837_x18229_y3163,SSp-tr,2月3日,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_4841_x18666_y8144,RT,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,RT,RT
18869_4848_x18620_y8132,RT,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,RT,RT
18869_4883_x18883_y4120,SSp-ll,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_4890_x8926_y9583,RT,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,RT,RT
18869_4912_x19648_y8510,RT,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,RT,RT
18869_4953_x22613_y6076,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_SSp-n,ET_SS
18869_4997_x13063_y4444,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_RSP,ET_RSP
18869_5019_x5442_y5910,SSs,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_5024_x5544_y5480,SSs,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_SSs,ET_SS
18869_5033_x23046_y6158,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_SSp-n,ET_SS
18869_5108_x7688_y4065,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_SSp-bfd,ET_SS
18869_5123_x17555_y3609,RSPagl,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_5126_x8617_y7685,RT,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,RT,RT
18869_5150_x8933_y7652,RT,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,RT,RT
18869_5213_x7186_y4274,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_SSp-bfd,ET_SS
18869_5237_x7485_y4162,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_SSp-bfd,ET_SS
18869_5286_x15761_y3297,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_5317_x6063_y4638,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_5343_x5414_y5337,SSs,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_SSs,ET_SS
18869_5393_x8284_y3671,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_SSp-bfd,ET_SS
18869_5418_x23277_y4971,SSp-bfd,4,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_5431_x21494_y4633,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_5444_x13271_y3998,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_RSP,ET_RSP
18869_5482_x15126_y4142,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_5553_x7275_y3994,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_SSp-bfd,ET_SS
18869_5571_x8792_y4549,CA3,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_5684_x13521_y3699,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_RSP,ET_RSP
18869_5692_x6534_y3440,SSp-bfd,4,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_5694_x15073_y4098,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_5705_x4706_y6107,AUDv,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_5754_x7159_y3959,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_SSp-bfd,ET_SS
18869_5802_x13547_y4406,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_RSP,ET_RSP
18869_5941_x16325_y2938,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_5980_x7654_y3517,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET,ET_SSp-bfd,ET_SS
18869_6076_x17177_y3306,RSPagl,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_6241_x19347_y3562,VISp,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_6291_x15236_y3478,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_6454_x17703_y2478,RSPagl,2月3日,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_6732_x9649_y3919,SUB,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_6854_x10735_y2978,VISp,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_7121_x17742_y2862,RSPagl,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_7358_x8916_y4859,POST,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_7472_x16444_y11009,PRNr,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_7986_x18907_y11037,PSV,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
18869_7989_x9123_y9916,PSV,,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,,,
191801_1996_x10466_y16907,AON,,Cux2-CreERT2;Ai166_420489-191801,191801,,AON,AON
191801_3966_x14363_y10542,OT,,Cux2-CreERT2;Ai166_420489-191801,191801,,,
191801_4180_x7440_y5386,SSp-m,2月3日,Cux2-CreERT2;Ai166_420489-191801,191801,CTX_IT,IT_SSp-m,IT_SS
191801_4228_x15043_y11097,OT,,Cux2-CreERT2;Ai166_420489-191801,191801,,,
191801_4724_x4226_y10240,MOp,2月3日,Cux2-CreERT2;Ai166_420489-191801,191801,CTX_IT,IT_MOp,IT_MO
191803_8254_x7045_y21580,PAR,,Cux2-CreERT2;Ai166_423019-191803,191803,,,
191807_2469_x5431_y10056,AId,,Fezf2-CreER;Ai166-439168,191807,CTX_ET,ET_AI,ET_AI
191807_2729_x3750_y9965,MOs,,Fezf2-CreER;Ai166-439168,191807,CTX_ET,ET_MOs,ET_MO
191807_3532_x4912_y7973,MOp,,Fezf2-CreER;Ai166-439168,191807,CTX_ET,ET_MOp,ET_MO
191807_4114_x3589_y10280,MOp,,Fezf2-CreER;Ai166-439168,191807,CTX_ET,ET_MOp,ET_MO
191807_4821_x3698_y18726,SSp-ll,,Fezf2-CreER;Ai166-439168,191807,CTX_ET,ET_SSp-ll,ET_SS
191807_4923_x7499_y24194,SSs,,Fezf2-CreER;Ai166-439168,191807,,,
191807_5031_x5620_y23074,SSp-n,,Fezf2-CreER;Ai166-439168,191807,,,
191807_5062_x6404_y23808,SSs,,Fezf2-CreER;Ai166-439168,191807,CTX_ET,ET_SSs,ET_SS
191807_5178_x5002_y23078,SSp-bfd,,Fezf2-CreER;Ai166-439168,191807,CTX_ET,ET_SSp-bfd,ET_SS
191807_5199_x3288_y11643,MOp,,Fezf2-CreER;Ai166-439168,191807,CTX_ET,ET_MOp,ET_MO
191807_5629_x4661_y9410,SSp-un,6,Fezf2-CreER;Ai166-439168,191807,,,
191807_5811_x3931_y20674,SSp-bfd,6,Fezf2-CreER;Ai166-439168,191807,,,
191807_5921_x4355_y21421,SSp-bfd,6,Fezf2-CreER;Ai166-439168,191807,,,
191812_2734_x6259_y10487,MOs,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_MOs,IT_MO
191812_2978_x7903_y22705,MOp,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_MOp,IT_MO
191812_3140_x5204_y12992,MOs,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_MOs,IT_MO
191812_3163_x6264_y21524,MOp,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_MOp,IT_MO
191812_3176_x5144_y19229,MOs,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_MOs,IT_MO
191812_3438_x6058_y10197,MOp,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_MOp,IT_MO
191812_3494_x7001_y8336,SSp-m,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSp-m,IT_SS
191812_3675_x8625_y6930,SSp-m,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSp-m,IT_SS
191812_3727_x4996_y18685,MOs,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_MOs,IT_MO
191812_3758_x8791_y24162,SSs,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSs,IT_SS
191812_3762_x9097_y24261,SSs,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSs,IT_SS
191812_3801_x5383_y20989,MOp,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_MOp,IT_MO
191812_3915_x8011_y24180,SSp-m,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSp-m,IT_SS
191812_3922_x8455_y6768,SSp-m,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSp-m,IT_SS
191812_4003_x5886_y22658,SSp-m,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSp-m,IT_SS
191812_4067_x7961_y6860,SSp-m,5,Plxnd1-CreER;Ai166_380470-191812,191812,CTX_IT,IT_SSp-m,IT_SS
191812_4322_x7645_y6848,SSp-n,5,Plxnd1-CreER;Ai166_380470-191812,191812,CTX_IT,IT_SSp-n,IT_SS
191812_4445_x5426_y10324,SSp-ll,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSp-ll,IT_SS
191812_4446_x6677_y24393,SSp-n,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSp-n,IT_SS
191812_4664_x8027_y25176,SSs,5,Plxnd1-CreER;Ai166_380470-191812,191812,CTX_IT,IT_SSs,IT_SS
191812_4686_x10891_y5452,VISC,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_VISC,IT_VISC
191812_4775_x5212_y22490,SSp-un,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSp-un,IT_SS
191812_5154_x9610_y25921,VISC,5,Plxnd1-CreER;Ai166_380470-191812,191812,CTX_IT,IT_VISC,IT_VISC
191812_5158_x9017_y25877,SSs,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSs,IT_SS
191812_5219_x4127_y21100,SSp-ul,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSp-ul,IT_SS
191812_5221_x9028_y25900,SSs,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSs,IT_SS
191812_5411_x6011_y24641,SSp-bfd,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSp-bfd,IT_SS
191812_5586_x4875_y23378,SSp-bfd,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSp-bfd,IT_SS
191812_5676_x8072_y26215,SSs,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSs,IT_SS
191812_5922_x4572_y8645,SSp-tr,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSp-tr,IT_SS
191812_6084_x5026_y7787,SSp-bfd,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSp-bfd,IT_SS
191812_6351_x5009_y7424,SSp-bfd,,Plxnd1-CreER;Ai166-380470,191812,CTX_IT,IT_SSp-bfd,IT_SS
210254_2226_x16029_y23953,MOs,6,Sst-Cre;Ai139_207186_210254-15257,210254,,,
210254_2309_x13266_y25533,MOs,6,Sst-Cre;Ai139_207186_210254-15257,210254,,,
210254_2627_x17126_y20600,ACAd,5,Sst-Cre;Ai139_207186_210254-15257,210254,,,
210254_3271_x15413_y13333,MOp,6,Sst-Cre;Ai139_207186_210254-15257,210254,,,
210254_4021_x16401_y21556,MOs,6,Sst-Cre;Ai139_207186_210254-15257,210254,,,
210254_4149_x16164_y21238,ACAd,6,Sst-Cre;Ai139_207186_210254-15257,210254,,,
210254_4397_x16794_y21812,MOp,6,Sst-Cre;Ai139_207186_210254-15257,210254,,,
210254_4485_x16442_y16836,MOp,6,Sst-Cre;Ai139_207186_210254-15257,210254,,,
210254_4500_x16614_y17147,MOs,6,Sst-Cre;Ai139_207186_210254-15257,210254,,,
236174_2657_x11930_y12250,AId,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_AId,Car3_AId
236174_2669_x10674_y13239,AId,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_AId,Car3_AId
236174_2801_x11376_y11451,AId,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_AId,Car3_AId
236174_3001_x12887_y24248,AId,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_AId,Car3_AId
236174_3029_x12820_y24699,MOp,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_MO,Car3_MO
236174_3215_x11999_y11133,AId,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_AId,Car3_AId
236174_3229_x11884_y10380,AId,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_AId,Car3_AId
236174_3229_x11951_y11316,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_3229_x12413_y11831,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_3329_x13938_y26099,GU,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_GU,Car3_GU
236174_3429_x12632_y10625,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_3447_x12562_y10626,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_3529_x12805_y10541,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_3529_x13394_y26567,SSp-m,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_SSp,Car3_SS
236174_3529_x13688_y26111,GU,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_GU,Car3_GU
236174_3536_x15159_y25525,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_3729_x12692_y9419,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_3729_x13645_y9551,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_3729_x15151_y26698,AId,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_AId,Car3_AId
236174_3729_x15443_y26410,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_3829_x13590_y9284,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_3829_x14826_y27255,GU,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_GU,Car3_GU
236174_3829_x16301_y26647,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_3893_x17507_y26071,EPd,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_Epd,Car3_Epd
236174_3929_x12721_y8845,AId,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_AId,Car3_AId
236174_3929_x13599_y9165,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_3970_x13439_y8678,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_4029_x13079_y8858,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_4129_x16214_y10304,FS,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,,,
236174_4229_x13663_y8589,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_4266_x13848_y8550,AIp,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_AIp,Car3_AIp
236174_4429_x13147_y8003,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_4647_x16405_y27845,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_4729_x16869_y27809,EPd,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_Epd,Car3_Epd
236174_5138_x16501_y28259,CLA,,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,CLA,CLA
236174_5338_x13590_y7348,AIp,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_AIp,Car3_AIp
236174_5670_x14073_y29439,SSs,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_SSs,Car3_SS
236174_5738_x11712_y6818,VISC,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_VISC,Car3_VISC
236174_5840_x15240_y29741,TEa,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_TEa,Car3_TEa
236174_6338_x12092_y5845,ECT,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_ETC,Car3_ETC
236174_6338_x12496_y6617,ECT,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_ETC,Car3_ETC
236174_6438_x12218_y5897,ECT,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_ETC,Car3_ETC
236174_6855_x15550_y29832,ECT,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_ETC,Car3_ETC
236174_7077_x14579_y30892,TEa,6,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174,Car3,Car3_TEa,Car3_TEa
